rtls_interval_id,asset_id,asset_type,start_time,end_time,location_id,location_name,location_code,duration_sec
RTLS_02660,EUREKA-VPL-021,nurse,2025-03-19 08:01:10.230613646,2025-03-19 08:02:35.032019792,ROOM_105,B2.82 1-bedskamer,2.82,84.801406
RTLS_00385,EUREKA-VPL-005,nurse,2025-03-19 08:01:12.485094102,2025-03-19 08:01:55.648714680,ROOM_114,B2.85 2-bedskamer,2.85,43.16362
RTLS_00304,EUREKA-VPL-004,nurse,2025-03-19 08:01:13.019494919,2025-03-19 08:02:13.448287714,NS_A,B2.71 Open wacht,2.71,60.428792
RTLS_03587,EUREKA-VPL-026,nurse,2025-03-19 08:01:13.813829192,2025-03-19 08:06:55.057652095,PREP_A,B2.71.02 Voorbereiding,2.71.02,341.243822
RTLS_02795,EUREKA-VPL-022,nurse,2025-03-19 08:01:24.383511453,2025-03-19 08:01:39.638064973,STORE_A,B2.53 Berging,2.53,15.254553
RTLS_02552,EUREKA-VPL-020,nurse,2025-03-19 08:01:27.139285205,2025-03-19 08:02:59.187308931,ROOM_112,B2.83 2-bedskamer,2.83,92.048023
RTLS_02020,EUREKA-VPL-017,nurse,2025-03-19 08:01:31.149631286,2025-03-19 08:01:35.363347397,NS_B,B2.71.01 Dienstplaats,2.71.01,4.213716
RTLS_02021,EUREKA-VPL-017,nurse,2025-03-19 08:01:35.363347397,2025-03-19 08:01:44.783867506,STORE_B,B2.59 Berging,2.59,9.42052
RTLS_00937,EUREKA-VPL-009,nurse,2025-03-19 08:01:36.092920228,2025-03-19 08:03:46.873209174,PREP_B,B2.71.02 Voorbereiding,2.71.02,130.780288
RTLS_00493,EUREKA-VPL-006,nurse,2025-03-19 08:01:38.861163596,2025-03-19 08:01:50.021838107,ROOM_104,B2.80 1-bedskamer,2.80,11.160674
RTLS_02796,EUREKA-VPL-022,nurse,2025-03-19 08:01:39.638064973,2025-03-19 08:02:25.811334827,STORAGE,B2.61 Opslag,2.61,46.173269
RTLS_03010,EUREKA-VPL-023,nurse,2025-03-19 08:01:43.781895339,2025-03-19 08:02:35.905115309,ROOM_106,B2.62 2-bedskamer,2.62,52.123219
RTLS_02022,EUREKA-VPL-017,nurse,2025-03-19 08:01:44.783867506,2025-03-19 08:01:51.419972074,KITCHEN,B2.77 Keuken,2.77,6.636104
RTLS_01470,EUREKA-VPL-013,nurse,2025-03-19 08:01:46.802209085,2025-03-19 08:02:55.964083307,ROOM_113,B2.84 1-bedskamer,2.84,69.161874
RTLS_00494,EUREKA-VPL-006,nurse,2025-03-19 08:01:50.021838107,2025-03-19 08:02:19.046304328,ROOM_109,B2.68 2-bedskamer,2.68,29.024466
RTLS_02023,EUREKA-VPL-017,nurse,2025-03-19 08:01:51.419972074,2025-03-19 08:03:18.266660918,NS_B,B2.71.01 Dienstplaats,2.71.01,86.846688
RTLS_00386,EUREKA-VPL-005,nurse,2025-03-19 08:01:55.648714680,2025-03-19 08:02:29.125173692,UTIL_A,B2.63 Utility,2.63,33.476459
RTLS_04390,Bladderscan,equipment,2025-03-19 08:01:59.000000000,2025-03-19 08:02:24.000000000,UTIL_A,B2.63 Utility,2.63,25.0
RTLS_01875,EUREKA-VPL-016,nurse,2025-03-19 08:02:07.541122609,2025-03-19 08:02:24.934232591,KITCHEN,B2.77 Keuken,2.77,17.393109
RTLS_00305,EUREKA-VPL-004,nurse,2025-03-19 08:02:13.448287714,2025-03-19 08:07:59.248981573,PREP_A,B2.71.02 Voorbereiding,2.71.02,345.800693
RTLS_05432,Voedingspomp 5,equipment,2025-03-19 08:02:15.000000000,2025-03-19 08:02:38.000000000,UTIL_A,B2.63 Utility,2.63,23.0
RTLS_03868,Infuuspomp 1,equipment,2025-03-19 08:02:19.000000000,2025-03-19 08:02:37.000000000,UTIL_A,B2.63 Utility,2.63,18.0
RTLS_00495,EUREKA-VPL-006,nurse,2025-03-19 08:02:19.046304328,2025-03-19 08:13:07.975122140,PREP_B,B2.71.02 Voorbereiding,2.71.02,648.928817
RTLS_01876,EUREKA-VPL-016,nurse,2025-03-19 08:02:24.934232591,2025-03-19 08:03:03.550666965,ROOM_118,B2.60 2-bedskamer,2.60,38.616434
RTLS_02797,EUREKA-VPL-022,nurse,2025-03-19 08:02:25.811334827,2025-03-19 08:02:29.430806741,STORE_C,B2.65 Berging,2.65,3.619471
RTLS_00387,EUREKA-VPL-005,nurse,2025-03-19 08:02:29.125173692,2025-03-19 08:18:59.669227212,BATHROOM,B2.57 Stortbad,2.57,990.544053
RTLS_02798,EUREKA-VPL-022,nurse,2025-03-19 08:02:29.430806741,2025-03-19 08:02:31.972584362,STORE_C,B2.65 Berging,2.65,2.5417769999999997
RTLS_02799,EUREKA-VPL-022,nurse,2025-03-19 08:02:31.972584362,2025-03-19 08:02:59.153649005,ROOM_108,B2.66 2-bedskamer,2.66,27.181064
RTLS_02661,EUREKA-VPL-021,nurse,2025-03-19 08:02:35.032019792,2025-03-19 08:07:59.538077722,ROOM_103,B2.78 1-bedskamer,2.78,324.506057
RTLS_03011,EUREKA-VPL-023,nurse,2025-03-19 08:02:35.905115309,2025-03-19 08:09:21.201949622,ROOM_115,B2.58 2-bedskamer,2.58,405.296834
RTLS_02325,EUREKA-VPL-019,nurse,2025-03-19 08:02:40.859763571,2025-03-19 08:03:41.107602891,ROOM_112,B2.83 2-bedskamer,2.83,60.247839
RTLS_01077,EUREKA-VPL-010,nurse,2025-03-19 08:02:51.909301772,2025-03-19 08:06:09.216042021,PREP_B,B2.71.02 Voorbereiding,2.71.02,197.30674
RTLS_01471,EUREKA-VPL-013,nurse,2025-03-19 08:02:55.964083307,2025-03-19 08:03:03.791517680,KITCHEN,B2.77 Keuken,2.77,7.827434
RTLS_02800,EUREKA-VPL-022,nurse,2025-03-19 08:02:59.153649005,2025-03-19 08:03:59.741385467,ROOM_101,B2.74 1-bedskamer,2.74,60.587736
RTLS_02553,EUREKA-VPL-020,nurse,2025-03-19 08:02:59.187308931,2025-03-19 08:03:05.987130068,KITCHEN,B2.77 Keuken,2.77,6.799821
RTLS_01877,EUREKA-VPL-016,nurse,2025-03-19 08:03:03.550666965,2025-03-19 08:14:26.840533565,PREP_B,B2.71.02 Voorbereiding,2.71.02,683.289866
RTLS_01472,EUREKA-VPL-013,nurse,2025-03-19 08:03:03.791517680,2025-03-19 08:03:21.730095618,ROOM_114,B2.85 2-bedskamer,2.85,17.938577
RTLS_02554,EUREKA-VPL-020,nurse,2025-03-19 08:03:05.987130068,2025-03-19 08:07:11.957124366,ROOM_104,B2.80 1-bedskamer,2.80,245.969994
RTLS_00148,EUREKA-VPL-002,nurse,2025-03-19 08:03:08.404111751,2025-03-19 08:03:50.277848546,ROOM_114,B2.85 2-bedskamer,2.85,41.873736
RTLS_05326,Voedingspomp 4,equipment,2025-03-19 08:03:14.000000000,2025-03-19 08:03:34.000000000,UTIL_B,B2.75 Utility,2.75,20.0
RTLS_04703,Toiletstoel 1,equipment,2025-03-19 08:03:16.000000000,2025-03-19 08:03:22.000000000,UTIL_A,B2.63 Utility,2.63,6.0
RTLS_04497,Glucosemeter 1,equipment,2025-03-19 08:03:17.000000000,2025-03-19 08:03:24.000000000,NS_A,B2.71 Open wacht,2.71,7.0
RTLS_02024,EUREKA-VPL-017,nurse,2025-03-19 08:03:18.266660918,2025-03-19 08:07:21.772721805,ROOM_114,B2.85 2-bedskamer,2.85,243.50606
RTLS_03847,Medicatiekar groen,equipment,2025-03-19 08:03:18.266660918,2025-03-19 08:07:21.772721805,ROOM_114,B2.85 2-bedskamer,2.85,243.50606
RTLS_00811,EUREKA-VPL-008,nurse,2025-03-19 08:03:18.666795045,2025-03-19 08:03:31.381011159,ROOM_118,B2.60 2-bedskamer,2.60,12.714216
RTLS_03376,EUREKA-VPL-025,nurse,2025-03-19 08:03:20.474013359,2025-03-19 08:04:37.400766363,ROOM_117,B2.54 2-bedskamer,2.54,76.926753
RTLS_03853,Medicatiekar geel,equipment,2025-03-19 08:03:20.474013359,2025-03-19 08:04:37.400766363,ROOM_117,B2.54 2-bedskamer,2.54,76.926753
RTLS_01473,EUREKA-VPL-013,nurse,2025-03-19 08:03:21.730095618,2025-03-19 08:03:24.506637058,PREP_B,B2.71.02 Voorbereiding,2.71.02,2.776541
RTLS_01474,EUREKA-VPL-013,nurse,2025-03-19 08:03:24.506637058,2025-03-19 08:04:14.390887762,ROOM_118,B2.60 2-bedskamer,2.60,49.88425
RTLS_04813,Toiletstoel 2,equipment,2025-03-19 08:03:25.000000000,2025-03-19 08:03:37.000000000,UTIL_B,B2.75 Utility,2.75,12.0
RTLS_00812,EUREKA-VPL-008,nurse,2025-03-19 08:03:31.381011159,2025-03-19 08:04:17.447219447,ROOM_104,B2.80 1-bedskamer,2.80,46.066208
RTLS_05433,Voedingspomp 5,equipment,2025-03-19 08:03:38.000000000,2025-03-19 08:04:12.000000000,UTIL_A,B2.63 Utility,2.63,34.0
RTLS_02326,EUREKA-VPL-019,nurse,2025-03-19 08:03:41.107602891,2025-03-19 08:04:13.348861559,STORE_B,B2.59 Berging,2.59,32.241258
RTLS_00938,EUREKA-VPL-009,nurse,2025-03-19 08:03:46.873209174,2025-03-19 08:06:33.990275842,STORAGE,B2.61 Opslag,2.61,167.117066
RTLS_00149,EUREKA-VPL-002,nurse,2025-03-19 08:03:50.277848546,2025-03-19 08:11:40.046759775,STORAGE,B2.61 Opslag,2.61,469.768911
RTLS_02801,EUREKA-VPL-022,nurse,2025-03-19 08:03:59.741385467,2025-03-19 08:04:17.115740590,KITCHEN,B2.77 Keuken,2.77,17.374355
RTLS_02327,EUREKA-VPL-019,nurse,2025-03-19 08:04:13.348861559,2025-03-19 08:04:31.254282977,KITCHEN,B2.77 Keuken,2.77,17.905421
RTLS_01475,EUREKA-VPL-013,nurse,2025-03-19 08:04:14.390887762,2025-03-19 08:07:06.530166555,ROOM_117,B2.54 2-bedskamer,2.54,172.139278
RTLS_02802,EUREKA-VPL-022,nurse,2025-03-19 08:04:17.115740590,2025-03-19 08:04:19.464086154,NS_A,B2.71 Open wacht,2.71,2.348345
RTLS_00813,EUREKA-VPL-008,nurse,2025-03-19 08:04:17.447219447,2025-03-19 08:05:08.651616130,ROOM_118,B2.60 2-bedskamer,2.60,51.204396
RTLS_02803,EUREKA-VPL-022,nurse,2025-03-19 08:04:19.464086154,2025-03-19 08:04:34.000573358,STORE_B,B2.59 Berging,2.59,14.536487
RTLS_02328,EUREKA-VPL-019,nurse,2025-03-19 08:04:31.254282977,2025-03-19 08:11:10.703769016,PREP_A,B2.71.02 Voorbereiding,2.71.02,399.449486
RTLS_02804,EUREKA-VPL-022,nurse,2025-03-19 08:04:34.000573358,2025-03-19 08:13:54.008032136,NS_B,B2.71.01 Dienstplaats,2.71.01,560.007458
RTLS_02192,EUREKA-VPL-018,nurse,2025-03-19 08:04:35.877201531,2025-03-19 08:08:11.026129685,NS_B,B2.71.01 Dienstplaats,2.71.01,215.148928
RTLS_03377,EUREKA-VPL-025,nurse,2025-03-19 08:04:37.400766363,2025-03-19 08:08:27.550837378,KITCHEN,B2.77 Keuken,2.77,230.150071
RTLS_04179,Infuuspomp 4,equipment,2025-03-19 08:04:39.000000000,2025-03-19 08:04:49.000000000,UTIL_B,B2.75 Utility,2.75,10.0
RTLS_04498,Glucosemeter 1,equipment,2025-03-19 08:04:45.000000000,2025-03-19 08:05:21.000000000,NS_A,B2.71 Open wacht,2.71,36.0
RTLS_04288,Spuitaandrijver,equipment,2025-03-19 08:04:57.000000000,2025-03-19 08:05:07.000000000,UTIL_B,B2.75 Utility,2.75,10.0
RTLS_05434,Voedingspomp 5,equipment,2025-03-19 08:05:02.000000000,2025-03-19 08:05:30.000000000,UTIL_A,B2.63 Utility,2.63,28.0
RTLS_00814,EUREKA-VPL-008,nurse,2025-03-19 08:05:08.651616130,2025-03-19 08:05:09.651616130,KITCHEN,B2.77 Keuken,2.77,1.0
RTLS_00815,EUREKA-VPL-008,nurse,2025-03-19 08:05:09.651616130,2025-03-19 08:05:10.651616130,NS_A,B2.71 Open wacht,2.71,1.0
RTLS_00816,EUREKA-VPL-008,nurse,2025-03-19 08:05:10.651616130,2025-03-19 08:05:25.198990817,KITCHEN,B2.77 Keuken,2.77,14.547374
RTLS_04391,Bladderscan,equipment,2025-03-19 08:05:25.000000000,2025-03-19 08:05:55.000000000,UTIL_A,B2.63 Utility,2.63,30.0
RTLS_00817,EUREKA-VPL-008,nurse,2025-03-19 08:05:25.198990817,2025-03-19 08:05:33.122934285,NS_A,B2.71 Open wacht,2.71,7.9239429999999995
RTLS_05220,Voedingspomp 3,equipment,2025-03-19 08:05:26.000000000,2025-03-19 08:05:34.000000000,UTIL_A,B2.63 Utility,2.63,8.0
RTLS_00818,EUREKA-VPL-008,nurse,2025-03-19 08:05:33.122934285,2025-03-19 08:05:34.122934285,STORE_A,B2.53 Berging,2.53,1.0
RTLS_00819,EUREKA-VPL-008,nurse,2025-03-19 08:05:34.122934285,2025-03-19 08:05:39.339172465,KITCHEN,B2.77 Keuken,2.77,5.216238
RTLS_00649,EUREKA-VPL-007,nurse,2025-03-19 08:05:34.189178184,2025-03-19 08:05:43.162588213,ROOM_107,B2.64 2-bedskamer,2.64,8.97341
RTLS_00820,EUREKA-VPL-008,nurse,2025-03-19 08:05:39.339172465,2025-03-19 08:05:50.180257388,PREP_A,B2.71.02 Voorbereiding,2.71.02,10.841084
RTLS_00650,EUREKA-VPL-007,nurse,2025-03-19 08:05:43.162588213,2025-03-19 08:08:23.388786687,ROOM_112,B2.83 2-bedskamer,2.83,160.226198
RTLS_01582,EUREKA-VPL-014,nurse,2025-03-19 08:05:44.155156541,2025-03-19 08:06:18.474948982,ROOM_113,B2.84 1-bedskamer,2.84,34.319792
RTLS_00821,EUREKA-VPL-008,nurse,2025-03-19 08:05:50.180257388,2025-03-19 08:05:52.331703447,ROOM_114,B2.85 2-bedskamer,2.85,2.151446
RTLS_00822,EUREKA-VPL-008,nurse,2025-03-19 08:05:52.331703447,2025-03-19 08:10:19.520564358,BATHROOM,B2.57 Stortbad,2.57,267.18886
RTLS_01078,EUREKA-VPL-010,nurse,2025-03-19 08:06:09.216042021,2025-03-19 08:06:16.460942199,ROOM_109,B2.68 2-bedskamer,2.68,7.2449
RTLS_01079,EUREKA-VPL-010,nurse,2025-03-19 08:06:16.460942199,2025-03-19 08:09:39.713830476,NS_A,B2.71 Open wacht,2.71,203.252888
RTLS_01397,EUREKA-VPL-012,nurse,2025-03-19 08:06:17.996972733,2025-03-19 08:11:13.988570678,ROOM_109,B2.68 2-bedskamer,2.68,295.991597
RTLS_01583,EUREKA-VPL-014,nurse,2025-03-19 08:06:18.474948982,2025-03-19 08:06:55.514336538,ROOM_108,B2.66 2-bedskamer,2.66,37.039387
RTLS_00939,EUREKA-VPL-009,nurse,2025-03-19 08:06:33.990275842,2025-03-19 08:08:13.857954764,ROOM_102,B2.76 1-bedskamer,2.76,99.867678
RTLS_03838,Medicatiekar geel,equipment,2025-03-19 08:06:33.990275842,2025-03-19 08:08:13.857954764,ROOM_102,B2.76 1-bedskamer,2.76,99.867678
RTLS_03869,Infuuspomp 1,equipment,2025-03-19 08:06:51.000000000,2025-03-19 08:07:12.000000000,UTIL_A,B2.63 Utility,2.63,21.0
RTLS_03181,EUREKA-VPL-024,nurse,2025-03-19 08:06:53.312652170,2025-03-19 08:08:48.318415534,ROOM_113,B2.84 1-bedskamer,2.84,115.005763
RTLS_03588,EUREKA-VPL-026,nurse,2025-03-19 08:06:55.057652095,2025-03-19 08:08:31.999142636,NS_A,B2.71 Open wacht,2.71,96.94149
RTLS_01584,EUREKA-VPL-014,nurse,2025-03-19 08:06:55.514336538,2025-03-19 08:07:11.051498278,NS_A,B2.71 Open wacht,2.71,15.537161
RTLS_01476,EUREKA-VPL-013,nurse,2025-03-19 08:07:06.530166555,2025-03-19 08:33:33.265083055,PREP_B,B2.71.02 Voorbereiding,2.71.02,1586.734916
RTLS_01585,EUREKA-VPL-014,nurse,2025-03-19 08:07:11.051498278,2025-03-19 08:08:50.177575928,PREP_B,B2.71.02 Voorbereiding,2.71.02,99.126077
RTLS_02555,EUREKA-VPL-020,nurse,2025-03-19 08:07:11.957124366,2025-03-19 08:07:13.080323083,STORE_B,B2.59 Berging,2.59,1.123198
RTLS_02556,EUREKA-VPL-020,nurse,2025-03-19 08:07:13.080323083,2025-03-19 08:12:28.007670278,NS_B,B2.71.01 Dienstplaats,2.71.01,314.927347
RTLS_02025,EUREKA-VPL-017,nurse,2025-03-19 08:07:21.772721805,2025-03-19 08:07:31.418536259,NS_B,B2.71.01 Dienstplaats,2.71.01,9.645814
RTLS_02026,EUREKA-VPL-017,nurse,2025-03-19 08:07:31.418536259,2025-03-19 08:07:33.486946144,PREP_A,B2.71.02 Voorbereiding,2.71.02,2.068409
RTLS_02027,EUREKA-VPL-017,nurse,2025-03-19 08:07:33.486946144,2025-03-19 08:13:12.287507906,ROOM_113,B2.84 1-bedskamer,2.84,338.800561
RTLS_04392,Bladderscan,equipment,2025-03-19 08:07:35.000000000,2025-03-19 08:08:09.000000000,UTIL_A,B2.63 Utility,2.63,34.0
RTLS_04915,Toiletstoel 3,equipment,2025-03-19 08:07:59.000000000,2025-03-19 08:08:05.000000000,STORAGE,B2.61 Opslag,2.61,6.0
RTLS_00306,EUREKA-VPL-004,nurse,2025-03-19 08:07:59.248981573,2025-03-19 08:08:05.546312282,NS_A,B2.71 Open wacht,2.71,6.29733
RTLS_02662,EUREKA-VPL-021,nurse,2025-03-19 08:07:59.538077722,2025-03-19 08:08:19.388805444,ROOM_109,B2.68 2-bedskamer,2.68,19.850727
