rtls_interval_id,asset_id,asset_type,start_time,end_time,location_id,location_name,location_code,duration_sec
RTLS_03165,Voedingspomp 2,equipment,2025-03-19 08:03:56.000000000,2025-03-19 08:04:31.000000000,UTIL_B,B2.75 Utility,2.75,35.0
RTLS_02953,Toiletstoel 3,equipment,2025-03-19 08:04:11.000000000,2025-03-19 08:04:24.000000000,STORAGE,B2.61 Opslag,2.61,13.0
RTLS_01475,EUREKA-VPL-013,nurse,2025-03-19 08:04:14.390887762,2025-03-19 08:07:06.530166555,ROOM_109,B2.68 2-bedskamer,2.68,172.139278
RTLS_00813,EUREKA-VPL-008,nurse,2025-03-19 08:04:17.447219447,2025-03-19 08:05:08.651616130,ROOM_110,B2.79 2-bedskamer,2.79,51.204396
RTLS_02741,Toiletstoel 1,equipment,2025-03-19 08:04:43.000000000,2025-03-19 08:05:00.000000000,UTIL_A,B2.63 Utility,2.63,17.0
RTLS_02631,Glucosemeter 2,equipment,2025-03-19 08:04:59.000000000,2025-03-19 08:05:24.000000000,NS_B,B2.71.01 Dienstplaats,2.71.01,25.0
RTLS_00814,EUREKA-VPL-008,nurse,2025-03-19 08:05:08.651616130,2025-03-19 08:05:09.651616130,KITCHEN,B2.77 Keuken,2.77,1.0
RTLS_00815,EUREKA-VPL-008,nurse,2025-03-19 08:05:09.651616130,2025-03-19 08:05:10.651616130,NS_A,B2.71 Open wacht,2.71,1.0
RTLS_00816,EUREKA-VPL-008,nurse,2025-03-19 08:05:10.651616130,2025-03-19 08:05:25.198990817,KITCHEN,B2.77 Keuken,2.77,14.547374
RTLS_02004,Infuuspomp 2,equipment,2025-03-19 08:05:25.000000000,2025-03-19 08:05:52.000000000,UTIL_A,B2.63 Utility,2.63,27.0
RTLS_00817,EUREKA-VPL-008,nurse,2025-03-19 08:05:25.198990817,2025-03-19 08:05:33.122934285,NS_A,B2.71 Open wacht,2.71,7.9239429999999995
RTLS_00818,EUREKA-VPL-008,nurse,2025-03-19 08:05:33.122934285,2025-03-19 08:05:34.122934285,STORE_A,B2.53 Berging,2.53,1.0
RTLS_00819,EUREKA-VPL-008,nurse,2025-03-19 08:05:34.122934285,2025-03-19 08:05:39.339172465,KITCHEN,B2.77 Keuken,2.77,5.216238
RTLS_00649,EUREKA-VPL-007,nurse,2025-03-19 08:05:34.189178184,2025-03-19 08:05:43.162588213,ROOM_104,B2.80 1-bedskamer,2.80,8.97341
RTLS_00820,EUREKA-VPL-008,nurse,2025-03-19 08:05:39.339172465,2025-03-19 08:05:50.180257388,PREP_A,B2.71.02 Voorbereiding,2.71.02,10.841084
RTLS_00650,EUREKA-VPL-007,nurse,2025-03-19 08:05:43.162588213,2025-03-19 08:08:23.388786687,ROOM_107,B2.64 2-bedskamer,2.64,160.226198
RTLS_01582,EUREKA-VPL-014,nurse,2025-03-19 08:05:44.155156541,2025-03-19 08:06:18.474948982,ROOM_108,B2.66 2-bedskamer,2.66,34.319792
RTLS_00821,EUREKA-VPL-008,nurse,2025-03-19 08:05:50.180257388,2025-03-19 08:05:52.331703447,ROOM_108,B2.66 2-bedskamer,2.66,2.151446
RTLS_00822,EUREKA-VPL-008,nurse,2025-03-19 08:05:52.331703447,2025-03-19 08:10:19.520564358,BATHROOM,B2.57 Stortbad,2.57,267.18886
RTLS_02424,Bladderscan,equipment,2025-03-19 08:06:03.000000000,2025-03-19 08:06:37.000000000,UTIL_A,B2.63 Utility,2.63,34.0
RTLS_01078,EUREKA-VPL-010,nurse,2025-03-19 08:06:09.216042021,2025-03-19 08:06:16.460942199,ROOM_105,B2.82 1-bedskamer,2.82,7.2449
RTLS_01079,EUREKA-VPL-010,nurse,2025-03-19 08:06:16.460942199,2025-03-19 08:09:39.713830476,NS_A,B2.71 Open wacht,2.71,203.252888
RTLS_01397,EUREKA-VPL-012,nurse,2025-03-19 08:06:17.996972733,2025-03-19 08:11:13.988570678,ROOM_105,B2.82 1-bedskamer,2.82,295.991597
RTLS_01883,Medicatiekar groen,equipment,2025-03-19 08:06:17.996972733,2025-03-19 08:11:13.988570678,ROOM_105,B2.82 1-bedskamer,2.82,295.991597
RTLS_01583,EUREKA-VPL-014,nurse,2025-03-19 08:06:18.474948982,2025-03-19 08:06:55.514336538,ROOM_104,B2.80 1-bedskamer,2.80,37.039387
RTLS_00939,EUREKA-VPL-009,nurse,2025-03-19 08:06:33.990275842,2025-03-19 08:08:13.857954764,ROOM_101,B2.74 1-bedskamer,2.74,99.867678
RTLS_03273,Voedingspomp 3,equipment,2025-03-19 08:06:36.000000000,2025-03-19 08:07:00.000000000,UTIL_A,B2.63 Utility,2.63,24.0
RTLS_01584,EUREKA-VPL-014,nurse,2025-03-19 08:06:55.514336538,2025-03-19 08:07:11.051498278,NS_A,B2.71 Open wacht,2.71,15.537161
RTLS_02847,Toiletstoel 2,equipment,2025-03-19 08:07:00.000000000,2025-03-19 08:07:06.000000000,UTIL_B,B2.75 Utility,2.75,6.0
RTLS_01476,EUREKA-VPL-013,nurse,2025-03-19 08:07:06.530166555,2025-03-19 08:33:33.265083055,PREP_B,B2.71.02 Voorbereiding,2.71.02,1586.734916
RTLS_01585,EUREKA-VPL-014,nurse,2025-03-19 08:07:11.051498278,2025-03-19 08:08:50.177575928,PREP_B,B2.71.02 Voorbereiding,2.71.02,99.126077
RTLS_02227,Infuuspomp 4,equipment,2025-03-19 08:07:15.000000000,2025-03-19 08:07:35.000000000,UTIL_B,B2.75 Utility,2.75,20.0
RTLS_03378,Voedingspomp 4,equipment,2025-03-19 08:07:15.000000000,2025-03-19 08:07:29.000000000,UTIL_B,B2.75 Utility,2.75,14.0
RTLS_02118,Infuuspomp 3,equipment,2025-03-19 08:07:27.000000000,2025-03-19 08:07:48.000000000,UTIL_B,B2.75 Utility,2.75,21.0
RTLS_01902,Infuuspomp 1,equipment,2025-03-19 08:07:47.000000000,2025-03-19 08:08:20.000000000,UTIL_A,B2.63 Utility,2.63,33.0
RTLS_00306,EUREKA-VPL-004,nurse,2025-03-19 08:07:59.248981573,2025-03-19 08:08:05.546312282,NS_A,B2.71 Open wacht,2.71,6.29733
RTLS_00307,EUREKA-VPL-004,nurse,2025-03-19 08:08:05.546312282,2025-03-19 08:08:11.342078005,ROOM_104,B2.80 1-bedskamer,2.80,5.795765
RTLS_00308,EUREKA-VPL-004,nurse,2025-03-19 08:08:11.342078005,2025-03-19 08:08:32.971922575,ROOM_103,B2.78 1-bedskamer,2.78,21.629844
RTLS_00940,EUREKA-VPL-009,nurse,2025-03-19 08:08:13.857954764,2025-03-19 08:10:49.516395180,ROOM_102,B2.76 1-bedskamer,2.76,155.65844
RTLS_02328,Spuitaandrijver,equipment,2025-03-19 08:08:14.000000000,2025-03-19 08:08:20.000000000,UTIL_B,B2.75 Utility,2.75,6.0
RTLS_02954,Toiletstoel 3,equipment,2025-03-19 08:08:15.000000000,2025-03-19 08:08:34.000000000,STORAGE,B2.61 Opslag,2.61,19.0
RTLS_03482,Voedingspomp 5,equipment,2025-03-19 08:08:18.000000000,2025-03-19 08:08:52.000000000,UTIL_A,B2.63 Utility,2.63,34.0
RTLS_00651,EUREKA-VPL-007,nurse,2025-03-19 08:08:23.388786687,2025-03-19 08:08:24.972666750,ROOM_106,B2.62 2-bedskamer,2.62,1.58388
RTLS_02524,Glucosemeter 1,equipment,2025-03-19 08:08:24.000000000,2025-03-19 08:08:43.000000000,NS_A,B2.71 Open wacht,2.71,19.0
RTLS_00652,EUREKA-VPL-007,nurse,2025-03-19 08:08:24.972666750,2025-03-19 08:08:25.972666750,BATHROOM,B2.57 Stortbad,2.57,1.0
RTLS_00653,EUREKA-VPL-007,nurse,2025-03-19 08:08:25.972666750,2025-03-19 08:08:53.876072604,NS_B,B2.71.01 Dienstplaats,2.71.01,27.903405
RTLS_03062,Voedingspomp 1,equipment,2025-03-19 08:08:32.000000000,2025-03-19 08:08:45.000000000,UTIL_A,B2.63 Utility,2.63,13.0
RTLS_00309,EUREKA-VPL-004,nurse,2025-03-19 08:08:32.971922575,2025-03-19 08:08:33.971922575,ROOM_104,B2.80 1-bedskamer,2.80,1.0
RTLS_00310,EUREKA-VPL-004,nurse,2025-03-19 08:08:33.971922575,2025-03-19 08:08:44.899039024,NS_A,B2.71 Open wacht,2.71,10.927116
RTLS_02005,Infuuspomp 2,equipment,2025-03-19 08:08:41.000000000,2025-03-19 08:08:54.000000000,UTIL_A,B2.63 Utility,2.63,13.0
RTLS_01586,EUREKA-VPL-014,nurse,2025-03-19 08:08:50.177575928,2025-03-19 08:09:16.962855887,NS_B,B2.71.01 Dienstplaats,2.71.01,26.785279
RTLS_00654,EUREKA-VPL-007,nurse,2025-03-19 08:08:53.876072604,2025-03-19 08:09:13.339666352,ROOM_106,B2.62 2-bedskamer,2.62,19.463593
RTLS_02848,Toiletstoel 2,equipment,2025-03-19 08:08:54.000000000,2025-03-19 08:09:17.000000000,UTIL_B,B2.75 Utility,2.75,23.0
RTLS_00655,EUREKA-VPL-007,nurse,2025-03-19 08:09:13.339666352,2025-03-19 08:12:09.558992207,NS_A,B2.71 Open wacht,2.71,176.219325
RTLS_01587,EUREKA-VPL-014,nurse,2025-03-19 08:09:16.962855887,2025-03-19 08:09:24.861475275,UTIL_A,B2.63 Utility,2.63,7.898619
RTLS_01588,EUREKA-VPL-014,nurse,2025-03-19 08:09:24.861475275,2025-03-19 08:09:33.305803178,ROOM_107,B2.64 2-bedskamer,2.64,8.444327
RTLS_00004,EUREKA-VPL-001,nurse,2025-03-19 08:09:29.734303834,2025-03-19 08:10:56.340934744,ROOM_108,B2.66 2-bedskamer,2.66,86.60663
RTLS_01589,EUREKA-VPL-014,nurse,2025-03-19 08:09:33.305803178,2025-03-19 08:19:00.810964928,NS_B,B2.71.01 Dienstplaats,2.71.01,567.505161
RTLS_01080,EUREKA-VPL-010,nurse,2025-03-19 08:09:39.713830476,2025-03-19 08:16:51.183283190,PREP_B,B2.71.02 Voorbereiding,2.71.02,431.469452
RTLS_02329,Spuitaandrijver,equipment,2025-03-19 08:09:49.000000000,2025-03-19 08:10:21.000000000,UTIL_B,B2.75 Utility,2.75,32.0
RTLS_02955,Toiletstoel 3,equipment,2025-03-19 08:09:56.000000000,2025-03-19 08:10:32.000000000,STORAGE,B2.61 Opslag,2.61,36.0
RTLS_01271,EUREKA-VPL-011,nurse,2025-03-19 08:10:01.919711613,2025-03-19 08:10:06.283879554,KITCHEN,B2.77 Keuken,2.77,4.364167
RTLS_01272,EUREKA-VPL-011,nurse,2025-03-19 08:10:06.283879554,2025-03-19 08:10:16.699046241,ROOM_105,B2.82 1-bedskamer,2.82,10.415166
RTLS_03166,Voedingspomp 2,equipment,2025-03-19 08:10:09.000000000,2025-03-19 08:10:31.000000000,UTIL_B,B2.75 Utility,2.75,22.0
RTLS_01273,EUREKA-VPL-011,nurse,2025-03-19 08:10:16.699046241,2025-03-19 08:21:09.349240811,ROOM_102,B2.76 1-bedskamer,2.76,652.650194
RTLS_01882,Medicatiekar geel,equipment,2025-03-19 08:10:16.699046241,2025-03-19 08:21:09.349240811,ROOM_102,B2.76 1-bedskamer,2.76,652.650194
RTLS_02742,Toiletstoel 1,equipment,2025-03-19 08:10:18.000000000,2025-03-19 08:10:27.000000000,UTIL_A,B2.63 Utility,2.63,9.0
RTLS_00823,EUREKA-VPL-008,nurse,2025-03-19 08:10:19.520564358,2025-03-19 08:10:43.173741426,ROOM_102,B2.76 1-bedskamer,2.76,23.653177
RTLS_02632,Glucosemeter 2,equipment,2025-03-19 08:10:38.000000000,2025-03-19 08:11:15.000000000,NS_B,B2.71.01 Dienstplaats,2.71.01,37.0
RTLS_02119,Infuuspomp 3,equipment,2025-03-19 08:10:43.000000000,2025-03-19 08:11:18.000000000,UTIL_B,B2.75 Utility,2.75,35.0
RTLS_00824,EUREKA-VPL-008,nurse,2025-03-19 08:10:43.173741426,2025-03-19 08:10:52.640036247,ROOM_109,B2.68 2-bedskamer,2.68,9.466294
RTLS_00941,EUREKA-VPL-009,nurse,2025-03-19 08:10:49.516395180,2025-03-19 08:10:56.750246068,ROOM_101,B2.74 1-bedskamer,2.74,7.23385
RTLS_00825,EUREKA-VPL-008,nurse,2025-03-19 08:10:52.640036247,2025-03-19 08:11:00.572117077,ROOM_105,B2.82 1-bedskamer,2.82,7.93208
RTLS_02425,Bladderscan,equipment,2025-03-19 08:10:56.000000000,2025-03-19 08:11:22.000000000,UTIL_A,B2.63 Utility,2.63,26.0
RTLS_00005,EUREKA-VPL-001,nurse,2025-03-19 08:10:56.340934744,2025-03-19 08:12:11.296034579,ROOM_109,B2.68 2-bedskamer,2.68,74.955099
RTLS_00942,EUREKA-VPL-009,nurse,2025-03-19 08:10:56.750246068,2025-03-19 08:11:18.130987594,KITCHEN,B2.77 Keuken,2.77,21.380741
RTLS_01398,EUREKA-VPL-012,nurse,2025-03-19 08:11:13.988570678,2025-03-19 08:12:27.970686562,ROOM_102,B2.76 1-bedskamer,2.76,73.982115
RTLS_01884,Medicatiekar groen,equipment,2025-03-19 08:11:13.988570678,2025-03-19 08:12:27.970686562,ROOM_102,B2.76 1-bedskamer,2.76,73.982115
RTLS_00943,EUREKA-VPL-009,nurse,2025-03-19 08:11:18.130987594,2025-03-19 08:11:21.130128306,ROOM_106,B2.62 2-bedskamer,2.62,2.99914
RTLS_00944,EUREKA-VPL-009,nurse,2025-03-19 08:11:21.130128306,2025-03-19 08:11:29.446422401,ROOM_107,B2.64 2-bedskamer,2.64,8.316294
RTLS_00945,EUREKA-VPL-009,nurse,2025-03-19 08:11:29.446422401,2025-03-19 08:11:57.472325687,ROOM_106,B2.62 2-bedskamer,2.62,28.025903
RTLS_02330,Spuitaandrijver,equipment,2025-03-19 08:11:36.000000000,2025-03-19 08:12:12.000000000,UTIL_B,B2.75 Utility,2.75,36.0
RTLS_00150,EUREKA-VPL-002,nurse,2025-03-19 08:11:40.046759775,2025-03-19 08:12:14.657685390,ROOM_107,B2.64 2-bedskamer,2.64,34.610925
RTLS_00946,EUREKA-VPL-009,nurse,2025-03-19 08:11:57.472325687,2025-03-19 08:25:25.508058650,PREP_B,B2.71.02 Voorbereiding,2.71.02,808.035732
RTLS_01762,EUREKA-VPL-015,nurse,2025-03-19 08:12:00.000000000,2025-03-19 08:15:38.494024902,KITCHEN,B2.77 Keuken,2.77,218.494024
RTLS_00656,EUREKA-VPL-007,nurse,2025-03-19 08:12:09.558992207,2025-03-19 08:13:16.216980972,KITCHEN,B2.77 Keuken,2.77,66.657988
RTLS_03483,Voedingspomp 5,equipment,2025-03-19 08:12:11.000000000,2025-03-19 08:12:18.000000000,UTIL_A,B2.63 Utility,2.63,7.0
RTLS_00006,EUREKA-VPL-001,nurse,2025-03-19 08:12:11.296034579,2025-03-19 08:15:12.701118927,STORE_A,B2.53 Berging,2.53,181.405084
RTLS_00151,EUREKA-VPL-002,nurse,2025-03-19 08:12:14.657685390,2025-03-19 08:12:21.923194734,ROOM_103,B2.78 1-bedskamer,2.78,7.265509
RTLS_00152,EUREKA-VPL-002,nurse,2025-03-19 08:12:21.923194734,2025-03-19 08:12:42.029893609,ROOM_104,B2.80 1-bedskamer,2.80,20.106698
RTLS_01399,EUREKA-VPL-012,nurse,2025-03-19 08:12:27.970686562,2025-03-19 08:12:43.369250338,NS_B,B2.71.01 Dienstplaats,2.71.01,15.398563
RTLS_00153,EUREKA-VPL-002,nurse,2025-03-19 08:12:42.029893609,2025-03-19 08:13:24.808678007,ROOM_102,B2.76 1-bedskamer,2.76,42.778784
RTLS_01400,EUREKA-VPL-012,nurse,2025-03-19 08:12:43.369250338,2025-03-19 08:12:47.660845059,KITCHEN,B2.77 Keuken,2.77,4.291594
RTLS_00248,EUREKA-VPL-003,nurse,2025-03-19 08:12:45.408752344,2025-03-19 08:15:01.699301549,STORAGE,B2.61 Opslag,2.61,136.290549
RTLS_01401,EUREKA-VPL-012,nurse,2025-03-19 08:12:47.660845059,2025-03-19 08:12:53.405540685,ROOM_104,B2.80 1-bedskamer,2.80,5.744695
RTLS_01402,EUREKA-VPL-012,nurse,2025-03-19 08:12:53.405540685,2025-03-19 08:13:05.221180379,KITCHEN,B2.77 Keuken,2.77,11.815639000000001
RTLS_01403,EUREKA-VPL-012,nurse,2025-03-19 08:13:05.221180379,2025-03-19 08:13:15.335432263,STORE_A,B2.53 Berging,2.53,10.114251
RTLS_02525,Glucosemeter 1,equipment,2025-03-19 08:13:06.000000000,2025-03-19 08:13:42.000000000,NS_A,B2.71 Open wacht,2.71,36.0
RTLS_00496,EUREKA-VPL-006,nurse,2025-03-19 08:13:07.975122140,2025-03-19 08:13:22.769912440,ROOM_109,B2.68 2-bedskamer,2.68,14.79479
RTLS_02956,Toiletstoel 3,equipment,2025-03-19 08:13:10.000000000,2025-03-19 08:13:31.000000000,STORAGE,B2.61 Opslag,2.61,21.0
RTLS_01404,EUREKA-VPL-012,nurse,2025-03-19 08:13:15.335432263,2025-03-19 08:15:37.775901794,NS_A,B2.71 Open wacht,2.71,142.440469
RTLS_00657,EUREKA-VPL-007,nurse,2025-03-19 08:13:16.216980972,2025-03-19 08:24:57.162735722,STORE_B,B2.59 Berging,2.59,700.945754
RTLS_00497,EUREKA-VPL-006,nurse,2025-03-19 08:13:22.769912440,2025-03-19 08:13:26.376188646,KITCHEN,B2.77 Keuken,2.77,3.6062760000000003
RTLS_00154,EUREKA-VPL-002,nurse,2025-03-19 08:13:24.808678007,2025-03-19 08:15:07.592347774,ROOM_106,B2.62 2-bedskamer,2.62,102.783669
